From	To
Q96SB4	1WAK
Q96SB4	1WBP
Q96SB4	3BEG
Q96SB4	4WUA
Q96SB4	5MXX
Q96SB4	5MY8
Q96SB4	5NNG
Q96SB4	5XV7
Q96SB4	6FAD
Q96SB4	7DD1
Q13206	2PL3
Q6NTF7	5W45
Q6NTF7	6B0B
Q6NTF7	6BBO
P78362	2X7G
P78362	5MYV
Q5T8I9	4XCX
Q5T8I9	5WY0
Q13523	4IAN
Q13523	4IFC
Q13523	4IIR
Q13523	4IJP
Q13523	6CNH
Q13523	6PJJ
Q13523	6PK6
Q13523	6QX9
P78346	6AHR
P78346	6AHU
P78344	3D3M
P78344	3L6A
P78344	4IUL
P51116	3H8Z
P51114	2CPQ
P51114	3KUF
P51114	3O8V
Q9P015	3J7Y
Q9P015	3J9M
Q9P015	5OOL
Q9P015	5OOM
Q9P015	6I9R
Q9P015	6NU2
Q9P015	6NU3
Q9P015	6VLZ
Q9P015	6VMI
Q9P015	6ZM5
Q9P015	6ZM6
Q9P015	6ZS9
Q9P015	6ZSA
Q9P015	6ZSB
Q9P015	6ZSC
Q9P015	6ZSD
Q9P015	6ZSE
Q9P015	6ZSG
Q9P015	7A5F
Q9P015	7A5G
Q9P015	7A5H
Q9P015	7A5I
Q9P015	7A5J
Q9P015	7A5K
Q9P015	7L08
Q9P015	7L20
Q9P015	7O9K
Q9P015	7O9M
Q9P015	7ODR
Q9P015	7ODS
Q9P015	7ODT
Q9P015	7OF0
Q9P015	7OF2
Q9P015	7OF3
Q9P015	7OF4
Q9P015	7OF5
Q9P015	7OF6
Q9P015	7OF7
Q9P015	7OG4
Q9P015	7OI6
Q9P015	7OI7
Q9P015	7OI8
Q9P015	7OI9
Q9P015	7OIA
Q9P015	7OIB
Q9P015	7OIC
Q9P015	7OID
Q9P015	7OIE
Q9P015	7PD3
Q9P015	7QH6
Q9BXP5	5OO6
Q9BXP5	6F7J
Q9BXP5	6F7P
Q9BXP5	6F7S
Q9BXP5	6F8D
P09874	1UK0
P09874	1UK1
P09874	1WOK
P09874	2COK
P09874	2CR9
P09874	2CS2
P09874	2DMJ
P09874	2JVN
P09874	2L30
P09874	2L31
P09874	2N8A
P09874	2RCW
P09874	2RD6
P09874	2RIQ
P09874	3GJW
P09874	3GN7
P09874	3L3L
P09874	3L3M
P09874	3OD8
P09874	3ODA
P09874	3ODC
P09874	3ODE
P09874	4AV1
P09874	4DQY
P09874	4GV7
P09874	4HHY
P09874	4HHZ
P09874	4L6S
P09874	4OPX
P09874	4OQA
P09874	4OQB
P09874	4PJT
P09874	4R5W
P09874	4R6E
P09874	4RV6
P09874	4UND
P09874	4UXB
P09874	4XHU
P09874	4ZZZ
P09874	5A00
P09874	5DS3
P09874	5HA9
P09874	5KPN
P09874	5KPO
P09874	5KPP
P09874	5KPQ
P09874	5WRQ
P09874	5WRY
P09874	5WRZ
P09874	5WS0
P09874	5WS1
P09874	5WTC
P09874	5XSR
P09874	5XST
P09874	5XSU
P09874	6BHV
P09874	6GHK
P09874	6M3I
P09874	6NRF
P09874	6NRG
P09874	6NRH
P09874	6NRI
P09874	6NRJ
P09874	6NTU
P09874	6VKK
P09874	6VKO
P09874	6VKQ
P09874	6XVW
P09874	7AAA
P09874	7AAB
P09874	7AAC
P09874	7AAD
P09874	7CMW
P09874	7KK2
P09874	7KK3
P09874	7KK4
P09874	7KK5
P09874	7KK6
P09874	7ONR
P09874	7ONS
P09874	7ONT
P09874	7SCY
P09874	7SCZ
Q6PKG0	4ZC4
Q6PKG0	5C0V
Q6PKG0	5V4R
Q6PKG0	5V7C
Q6PKG0	5V87
Q6PKG0	6PW3
P61353	4UG0
P61353	4V6X
P61353	5AJ0
P61353	5LKS
P61353	5T2C
P61353	6IP5
P61353	6IP6
P61353	6IP8
P61353	6LQM
P61353	6LSR
P61353	6LSS
P61353	6LU8
P61353	6OLE
P61353	6OLF
P61353	6OLG
P61353	6OLI
P61353	6OLZ
P61353	6OM0
P61353	6OM7
P61353	6QZP
P61353	6W6L
P61353	6XA1
P61353	6Y0G
P61353	6Y2L
P61353	6Y57
P61353	6Y6X
P61353	6Z6L
P61353	6Z6M
P61353	6Z6N
P61353	6ZM7
P61353	6ZME
P61353	6ZMI
P61353	6ZMO
P61353	7BHP
O14717	1G55
Q86SE8	3T30
P61326	1P27
P61326	2HYI
P61326	2J0Q
P61326	2J0S
P61326	2XB2
P61326	3EX7
P61326	7A5P
P61313	4UG0
P61313	4V6X
P61313	5AJ0
P61313	5LKS
P61313	5T2C
P61313	6IP5
P61313	6IP6
P61313	6IP8
P61313	6LQM
P61313	6LSR
P61313	6LSS
P61313	6LU8
P61313	6OLE
P61313	6OLF
P61313	6OLG
P61313	6OLI
P61313	6OLZ
P61313	6OM0
P61313	6OM7
P61313	6QZP
P61313	6W6L
P61313	6XA1
P61313	6Y0G
P61313	6Y2L
P61313	6Y57
P61313	6Y6X
P61313	6Z6L
P61313	6Z6M
P61313	6Z6N
P61313	6ZM7
P61313	6ZME
P61313	6ZMI
P61313	6ZMO
P61313	7BHP
P68036	1C4Z
P68036	1FBV
P68036	3SQV
P68036	3SY2
P68036	4Q5E
P68036	4Q5H
P68036	5HPT
P68036	5TTE
P68036	5UDH
P68036	6CP2
P68036	6DJW
P68036	6DJX
P68036	6N13
P68036	6XXU
P68036	7B5L
P68036	7B5N
P68036	7V8F
Q86W42	7APK
P46779	4UG0
P46779	4V6X
P46779	5AJ0
P46779	5LKS
P46779	5T2C
P46779	6IP5
P46779	6IP6
P46779	6IP8
P46779	6LQM
P46779	6LSR
P46779	6LSS
P46779	6LU8
P46779	6OLE
P46779	6OLF
P46779	6OLG
P46779	6OLI
P46779	6OLZ
P46779	6OM0
P46779	6OM7
P46779	6QZP
P46779	6W6L
P46779	6XA1
P46779	6Y0G
P46779	6Y2L
P46779	6Y57
P46779	6Y6X
P46779	6Z6L
P46779	6Z6M
P46779	6Z6N
P46779	6ZM7
P46779	6ZME
P46779	6ZMI
P46779	6ZMO
P46779	7BHP
P46778	4UG0
P46778	4V6X
P46778	5AJ0
P46778	5LKS
P46778	5T2C
P46778	6IP5
P46778	6IP6
P46778	6IP8
P46778	6LQM
P46778	6LSR
P46778	6LSS
P46778	6LU8
P46778	6OLE
P46778	6OLF
P46778	6OLG
P46778	6OLI
P46778	6OLZ
P46778	6OM0
P46778	6OM7
P46778	6QZP
P46778	6W6L
P46778	6XA1
P46778	6Y0G
P46778	6Y2L
P46778	6Y57
P46778	6Y6X
P46778	6Z6L
P46778	6Z6M
P46778	6Z6N
P46778	6ZM7
P46778	6ZME
P46778	6ZMI
P46778	6ZMO
P46778	7BHP
P46777	4UG0
P46777	4V6X
P46777	5AJ0
P46777	5LKS
P46777	5T2C
P46777	6IP5
P46777	6IP6
P46777	6IP8
P46777	6LQM
P46777	6LSR
P46777	6LSS
P46777	6LU8
P46777	6OLE
P46777	6OLF
P46777	6OLG
P46777	6OLI
P46777	6OLZ
P46777	6OM0
P46777	6OM7
P46777	6QZP
P46777	6W6L
P46777	6XA1
P46777	6Y0G
P46777	6Y2L
P46777	6Y57
P46777	6Y6X
P46777	6Z6L
P46777	6Z6M
P46777	6Z6N
P46777	6ZM7
P46777	6ZME
P46777	6ZMI
P46777	6ZMO
P46777	7BHP
P46776	4BXF
P46776	4UG0
P46776	4V6X
P46776	5AJ0
P46776	5LKS
P46776	5T2C
P46776	6IP5
P46776	6IP6
P46776	6IP8
P46776	6LQM
P46776	6LSR
P46776	6LSS
P46776	6LU8
P46776	6OLE
P46776	6OLF
P46776	6OLG
P46776	6OLI
P46776	6OLZ
P46776	6OM0
P46776	6OM7
P46776	6QZP
P46776	6W6L
P46776	6XA1
P46776	6Y0G
P46776	6Y2L
P46776	6Y57
P46776	6Y6X
P46776	6Z6L
P46776	6Z6M
P46776	6Z6N
P46776	6ZM7
P46776	6ZME
P46776	6ZMI
P46776	6ZMO
P46776	7BHP
P14868	4J15
P14868	5Y6L
P14868	6IY6
P14866	3R27
P14866	3TO8
P14866	7EVR
Q8TBF4	2E5H
P61604	4PJ1
P61604	6HT7
P61604	6MRC
P61604	6MRD
Q8IUX4	3WUS
Q8IUX4	4IOU
Q8IUX4	4J4J
Q8IUX4	5HX4
Q8IUX4	5HX5
Q8IUX4	5W2M
Q8IUX4	5ZVA
Q8IUX4	5ZVB
Q8IUX4	6NIL
Q92499	4XW3
P51398	3J9M
P51398	6NU2
P51398	6NU3
P51398	6RW4
P51398	6RW5
P51398	6VLZ
P51398	6VMI
P51398	6ZM5
P51398	6ZM6
P51398	6ZS9
P51398	6ZSA
P51398	6ZSB
P51398	6ZSC
P51398	6ZSD
P51398	6ZSE
P51398	6ZSG
P51398	7A5F
P51398	7A5G
P51398	7A5I
P51398	7A5K
P51398	7L08
P51398	7OG4
Q86V81	3ULH
Q9BZZ5	3U0R
Q9BZZ5	3V6A
Q9BZZ5	6L4O
P38398	1JM7
P38398	1JNX
P38398	1N5O
P38398	1OQA
P38398	1T15
P38398	1T29
P38398	1T2U
P38398	1T2V
P38398	1Y98
P38398	2ING
P38398	3COJ
P38398	3K0H
P38398	3K0K
P38398	3K15
P38398	3K16
P38398	3PXA
P38398	3PXB
P38398	3PXC
P38398	3PXD
P38398	3PXE
P38398	4IFI
P38398	4IGK
P38398	4JLU
P38398	4OFB
P38398	4U4A
P38398	4Y18
P38398	4Y2G
P38398	6G2I
P38398	7JZV
P38398	7LYB
P11142	3AGY
P11142	3AGZ
P11142	3ESK
P11142	3FZF
P11142	3FZH
P11142	3FZK
P11142	3FZL
P11142	3FZM
P11142	3LDQ
P11142	3M3Z
P11142	4H5N
P11142	4H5R
P11142	4H5T
P11142	4H5V
P11142	4H5W
P11142	4HWI
P11142	4KBQ
P11142	5AQF
P11142	5AQG
P11142	5AQH
P11142	5AQI
P11142	5AQJ
P11142	5AQK
P11142	5AQL
P11142	5AQM
P11142	5AQN
P11142	5AQO
P11142	5AQP
P11142	5AQQ
P11142	5AQR
P11142	5AQS
P11142	5AQT
P11142	5AQU
P11142	5AQV
P11142	6B1I
P11142	6B1M
P11142	6B1N
P11142	6ZYJ
Q15691	1PA7
Q15691	1TXQ
Q15691	1UEG
Q15691	1VKA
Q15691	1WU9
Q15691	1YIB
Q15691	1YIG
Q15691	2HKQ
Q15691	2HL3
Q15691	2HL5
Q15691	2QJZ
Q15691	2R8U
Q15691	3GJO
Q15691	3MTU
Q15691	3MUD
Q15691	3TQ7
Q15691	4XA1
Q15691	4XA3
Q15691	4XA6
Q15691	5JV3
Q15691	5JVM
Q15691	5JVP
Q15691	5JVR
Q15691	5JVS
Q15691	5JVU
Q15691	5JX1
Q15691	5WLQ
Q15691	6PF2
Q15691	6PFP
Q15691	6YF5
Q15691	6YSH
Q15654	1X61
Q15654	2DLO
Q15646	1WH3
Q15646	4XQ7
Q15631	1J1J
Q15631	3PJA
Q15631	3QB5
Q15631	4WYV
Q5TAX3	6IW6
P21399	2B3X
P21399	2B3Y
Q06830	2RII
Q06830	3HY2
Q06830	4XCS
Q06830	7LJ1
Q6Y7W6	5NVL
Q6Y7W6	5NVM
P09012	1AUD
P09012	1DRZ
P09012	1DZ5
P09012	1FHT
P09012	1M5K
P09012	1M5O
P09012	1M5P
P09012	1M5V
P09012	1NU4
P09012	1OIA
P09012	1SJ3
P09012	1SJ4
P09012	1SJF
P09012	1U6B
P09012	1URN
P09012	1VBX
P09012	1VBY
P09012	1VBZ
P09012	1VC0
P09012	1VC5
P09012	1VC6
P09012	1ZZN
P09012	2A3J
P09012	2NZ4
P09012	2OIH
P09012	2OJ3
P09012	2U1A
P09012	3BO2
P09012	3BO3
P09012	3BO4
P09012	3CUL
P09012	3CUN
P09012	3EGZ
P09012	3G8S
P09012	3G8T
P09012	3G96
P09012	3G9C
P09012	3HHN
P09012	3IIN
P09012	3IRW
P09012	3IWN
P09012	3K0J
P09012	3L3C
P09012	3MUM
P09012	3MUR
P09012	3MUT
P09012	3MUV
P09012	3MXH
P09012	3P49
P09012	3PGW
P09012	3R1H
P09012	3R1L
P09012	3UCU
P09012	3UCZ
P09012	3UD3
P09012	3UD4
P09012	4C4W
P09012	4PR6
P09012	4PRF
P09012	4W90
P09012	4W92
P09012	4YB1
P09012	5DDO
P09012	5DDP
P09012	5DDQ
P09012	5DDR
P09012	5FJ4
P09012	6LAS
P09012	6LAU
P09012	6LAX
P09012	6LAZ
P09012	6QX9
P09012	6SQN
P09012	6SQQ
P09012	6SQT
P09012	6SQV
P09012	6SR7
P09012	6XH0
P09012	6XH1
P09012	6XH2
P09012	6XH3
P09012	7AEP
P09012	7B0Y
P09012	7D7V
P09012	7DLZ
P09012	7DWH
P09012	7LHX
Q9NRX1	6G18
Q9NRX1	6G4S
Q9NRX1	6G4W
Q9NRX1	6G51
Q9NRX1	6G53
Q9NRX1	6G5I
Q9NRX1	6ZUO
Q9NRX1	6ZXD
Q9NRX1	6ZXE
Q9NRX1	7MQ8
Q9NRX1	7MQ9
Q9NRX1	7MQA
Q9NRW3	3VM8
Q9NRW3	3VOW
Q9H6S0	2YU6
Q9H6S0	6K6U
Q9H6S0	6LR2
Q9NRR4	2KHX
Q9NRR4	2NA2
Q9NRR4	5B16
Q9NRR4	6LXD
Q9NRR4	6LXE
Q9NRR4	6V5B
Q9NRR4	6V5C
Q9H6E5	2E5G
Q9H6E5	5WU1
Q9H6E5	5WU2
Q9H6E5	5WU3
Q9H6E5	5WU4
Q9H6E5	5WU5
Q9H6E5	5WU6
O60381	2E6O
O60381	3QVE
Q9P013	5MQF
Q9P013	5XJC
Q9P013	5YZG
Q9P013	5Z56
Q9P013	5Z57
Q9P013	5Z58
Q9P013	6FF4
Q9P013	6FF7
Q9P013	6ICZ
Q9P013	6ID0
Q9P013	6ID1
Q9P013	6QDV
Q9P013	6ZYM
Q9P013	7AAV
Q9P013	7ABF
Q9P013	7ABG
Q9P013	7ABI
Q9P013	7DVQ
Q06787	2BKD
Q06787	2FMR
Q06787	2LA5
Q06787	2QND
Q06787	4OVA
Q06787	4QVZ
Q06787	4QW2
Q06787	5DE5
Q06787	5DE8
Q06787	5DEA
Q06787	5UWJ
Q06787	5UWO
Q9NRA8	5ANR
Q9NRA8	6F9W
Q9NRA8	6X2R
O60306	4PJ3
O60306	5MQF
O60306	5XJC
O60306	5YZG
O60306	5Z56
O60306	5Z57
O60306	6FF7
O60306	6ICZ
O60306	6ID0
O60306	6ID1
O60306	6QDV
O60306	7A5P
O60306	7ABI
Q9H694	4RQM
Q9H694	4RQN
Q9H694	6GY4
P32969	2CQL
P32969	4UG0
P32969	4V6X
P32969	5AJ0
P32969	5LKS
P32969	5T2C
P32969	6IP5
P32969	6IP6
P32969	6IP8
P32969	6LQM
P32969	6LSR
P32969	6LSS
P32969	6LU8
P32969	6OLE
P32969	6OLF
P32969	6OLG
P32969	6OLI
P32969	6OLZ
P32969	6OM0
P32969	6OM7
P32969	6QZP
P32969	6W6L
P32969	6XA1
P32969	6Y0G
P32969	6Y2L
P32969	6Y57
P32969	6Y6X
P32969	6Z6L
P32969	6Z6M
P32969	6Z6N
P32969	6ZM7
P32969	6ZME
P32969	6ZMI
P32969	6ZMO
P32969	7BHP
P39687	2JE0
P39687	2JE1
P39687	4XOS
P39687	6XZQ
Q9BUR4	7BGB
Q9BUR4	7V9A
Q8N983	3J7Y
Q8N983	3J9M
Q8N983	5OOL
Q8N983	5OOM
Q8N983	6I9R
Q8N983	6NU2
Q8N983	6NU3
Q8N983	6VLZ
Q8N983	6VMI
Q8N983	6ZM5
Q8N983	6ZM6
Q8N983	6ZS9
Q8N983	6ZSA
Q8N983	6ZSB
Q8N983	6ZSC
Q8N983	6ZSD
Q8N983	6ZSE
Q8N983	6ZSG
Q8N983	7A5F
Q8N983	7A5G
Q8N983	7A5H
Q8N983	7A5I
Q8N983	7A5J
Q8N983	7A5K
Q8N983	7L08
Q8N983	7L20
Q8N983	7O9K
Q8N983	7O9M
Q8N983	7ODR
Q8N983	7ODS
Q8N983	7ODT
Q8N983	7OF0
Q8N983	7OF2
Q8N983	7OF3
Q8N983	7OF4
Q8N983	7OF5
Q8N983	7OF6
Q8N983	7OF7
Q8N983	7OG4
Q8N983	7OI6
Q8N983	7OI7
Q8N983	7OI8
Q8N983	7OI9
Q8N983	7OIA
Q8N983	7OIB
Q8N983	7OIC
Q8N983	7OID
Q8N983	7OIE
Q8N983	7PD3
Q8N983	7QH6
P46109	2BZX
P46109	2BZY
P46109	2DBK
P46109	2EO3
P46109	2LQN
P46109	2LQW
P61088	1J7D
P61088	2C2V
P61088	3HCT
P61088	3HCU
P61088	3VON
P61088	3W31
P61088	4DHI
P61088	4DHJ
P61088	4DHZ
P61088	4IP3
P61088	4NR3
P61088	4NRG
P61088	4NRI
P61088	4ONL
P61088	4ONM
P61088	4ONN
P61088	4ORH
P61088	4TKP
P61088	4WHV
P61088	5AIT
P61088	5AIU
P61088	5EYA
P61088	5H7S
P61088	5VNZ
P61088	5VO0
P61088	5YWR
P61088	6D6I
P61088	6JKY
P61088	6KFP
P61088	6KG6
P61088	6KL4
P61088	6LP2
P61088	6P5B
P61088	6S53
P61088	6ULH
P61088	6UMP
P61088	6UMS
P61088	7BBD
P61088	7BBF
P61088	7BXG
O60936	4UZ0
P09543	1WOJ
Q9GZX7	5JJ4
Q9GZX7	5W0R
Q9GZX7	5W0U
Q9GZX7	5W0Z
Q9GZX7	5W1C
P61011	1MFQ
P61011	1QB2
P61011	5L3Q
P61011	6Y2Z
P61011	6Y30
P61011	6Y31
P61011	6Y32
P61011	7NFX
P61011	7QWQ
Q96RP9	6VLZ
Q96RP9	6VMI
Q96RP9	6YDP
Q96RP9	6YDW
Q96RP9	7A5K
Q6UN15	7K95
O15235	3J9M
O15235	6NU2
O15235	6NU3
O15235	6RW4
O15235	6RW5
O15235	6VLZ
O15235	6VMI
O15235	6ZM5
O15235	6ZM6
O15235	6ZS9
O15235	6ZSA
O15235	6ZSB
O15235	6ZSC
O15235	6ZSD
O15235	6ZSE
O15235	6ZSG
O15235	7A5F
O15235	7A5G
O15235	7A5I
O15235	7A5K
O15235	7L08
O15235	7OG4
O15234	2HYI
O15234	2J0Q
O15234	2J0S
O15234	2J0U
O15234	2XB2
O15234	3EX7
O15234	5XJC
O15234	5YZG
O15234	6ICZ
Q9NWU5	3J7Y
Q9NWU5	5OOL
Q9NWU5	5OOM
Q9NWU5	6NU2
Q9NWU5	6NU3
Q9NWU5	6ZM5
Q9NWU5	6ZM6
Q9NWU5	6ZSA
Q9NWU5	6ZSB
Q9NWU5	6ZSC
Q9NWU5	6ZSD
Q9NWU5	6ZSE
Q9NWU5	6ZSG
Q9NWU5	7A5F
Q9NWU5	7A5G
Q9NWU5	7ODR
Q9NWU5	7ODS
Q9NWU5	7ODT
Q9NWU5	7OF0
Q9NWU5	7OF2
Q9NWU5	7OF3
Q9NWU5	7OF4
Q9NWU5	7OF5
Q9NWU5	7OF6
Q9NWU5	7OF7
Q9NWU5	7OG4
Q9NWU5	7OI6
Q9NWU5	7OI7
Q9NWU5	7OI8
Q9NWU5	7OI9
Q9NWU5	7OIA
Q9NWU5	7OIB
Q9NWU5	7OIC
Q9NWU5	7OID
Q9NWU5	7OIE
Q9NWU5	7PD3
Q9NWU5	7QH6
O15226	6SH6
O15226	6SH7
O15213	7MQ8
O15213	7MQ9
O15213	7MQA
Q01780	2CPR
Q01780	3SAF
Q01780	3SAG
Q01780	3SAH
Q01780	6D6Q
Q01780	6D6R
Q01780	7MQA
O15056	1UFW
O15047	3S8S
O15047	3UVN
O15047	4EWR
Q96PK6	2DNP
Q9NV31	2CQJ
Q9NV31	7MQ8
Q9NV31	7MQ9
Q9NV31	7MQA
P19544	1XF7
P19544	2JP9
P19544	2JPA
P19544	2PRT
P19544	3HPJ
P19544	3MYJ
P19544	4R2E
P19544	4R2P
P19544	4R2Q
P19544	4R2R
P19544	4R2S
P19544	4WUU
P19544	5KL2
P19544	5KL3
P19544	5KL4
P19544	5KL5
P19544	5KL6
P19544	5KL7
P19544	6B0O
P19544	6B0P
P19544	6B0Q
P19544	6B0R
P19544	6BLW
P19544	6RSY
P19544	6WLH
Q9BRZ2	5JW7
P19525	1QU6
P19525	2A19
P19525	2A1A
P19525	3UIU
P19525	6D3K
P19525	6D3L
Q9H9J2	3J7Y
Q9H9J2	3J9M
Q9H9J2	5OOL
Q9H9J2	5OOM
Q9H9J2	6I9R
Q9H9J2	6NU2
Q9H9J2	6NU3
Q9H9J2	6VLZ
Q9H9J2	6VMI
Q9H9J2	6ZM5
Q9H9J2	6ZM6
Q9H9J2	6ZS9
Q9H9J2	6ZSA
Q9H9J2	6ZSB
Q9H9J2	6ZSC
Q9H9J2	6ZSD
Q9H9J2	6ZSE
Q9H9J2	6ZSG
Q9H9J2	7A5F
Q9H9J2	7A5G
Q9H9J2	7A5H
Q9H9J2	7A5I
Q9H9J2	7A5J
Q9H9J2	7A5K
Q9H9J2	7L08
Q9H9J2	7L20
Q9H9J2	7O9K
Q9H9J2	7O9M
Q9H9J2	7ODR
Q9H9J2	7ODS
Q9H9J2	7ODT
Q9H9J2	7OF0
Q9H9J2	7OF2
Q9H9J2	7OF3
Q9H9J2	7OF4
Q9H9J2	7OF5
Q9H9J2	7OF6
Q9H9J2	7OF7
Q9H9J2	7OG4
Q9H9J2	7OI6
Q9H9J2	7OI7
Q9H9J2	7OI8
Q9H9J2	7OI9
Q9H9J2	7OIA
Q9H9J2	7OIB
Q9H9J2	7OIC
Q9H9J2	7OID
Q9H9J2	7OIE
Q9H9J2	7PD3
Q9H9J2	7QH6
Q9NUL7	7OI6
Q9H9G7	5VM9
Q9BRT6	6LSS
Q9BRT6	6LU8
Q08211	3LLM
Q08211	3VYX
Q08211	3VYY
Q9BRS8	2MTF
Q9BRS8	2MTG
Q17RY0	2MKI
Q17RY0	2MKJ
Q17RY0	5DIF
P19338	2FC8
P19338	2FC9
P19338	2KRR
Q9BRJ7	3KVH
Q9BRJ7	5ZCJ
Q9BRJ7	6CO1
Q9BRJ7	6D0L
Q9BRJ2	3J7Y
Q9BRJ2	3J9M
Q9BRJ2	5OOL
Q9BRJ2	5OOM
Q9BRJ2	6I9R
Q9BRJ2	6NU2
Q9BRJ2	6NU3
Q9BRJ2	6VLZ
Q9BRJ2	6VMI
Q9BRJ2	6ZM5
Q9BRJ2	6ZM6
Q9BRJ2	6ZS9
Q9BRJ2	6ZSA
Q9BRJ2	6ZSB
Q9BRJ2	6ZSC
Q9BRJ2	6ZSD
Q9BRJ2	6ZSE
Q9BRJ2	6ZSG
Q9BRJ2	7A5F
Q9BRJ2	7A5G
Q9BRJ2	7A5H
Q9BRJ2	7A5I
Q9BRJ2	7A5J
Q9BRJ2	7A5K
Q9BRJ2	7L08
Q9BRJ2	7L20
Q9BRJ2	7O9K
Q9BRJ2	7O9M
Q9BRJ2	7ODR
Q9BRJ2	7ODS
Q9BRJ2	7ODT
Q9BRJ2	7OF0
Q9BRJ2	7OF2
Q9BRJ2	7OF3
Q9BRJ2	7OF4
Q9BRJ2	7OF5
Q9BRJ2	7OF6
Q9BRJ2	7OF7
Q9BRJ2	7OG4
Q9BRJ2	7OI6
Q9BRJ2	7OI7
Q9BRJ2	7OI8
Q9BRJ2	7OI9
Q9BRJ2	7OIA
Q9BRJ2	7OIB
Q9BRJ2	7OIC
Q9BRJ2	7OID
Q9BRJ2	7OIE
Q9BRJ2	7PD3
Q9BRJ2	7QH6
P09234	2VRD
P09234	3CW1
P09234	4PJO
P09234	6ELD
P09234	6QX9
Q5T280	4RG1
Q96T58	1OW1
Q96T58	2RT5
Q96T58	4P6Q
Q5T1V6	2YQP
Q96P11	2B9E
Q9BRD0	5Z56
Q9BRD0	5Z57
Q9BRD0	5Z58
Q9BRD0	6FF4
Q9BRD0	6FF7
Q9BRD0	7ABI
Q9BRD0	7DVQ
P98179	7EB1
P98175	2LXI
P98175	2M2B
P98175	2MXV
P98175	2MXW
P98175	5ZSW
P98175	5ZSY
O95453	2A1R
O95453	2A1S
O95453	3CTR
Q9H5Q4	6ERO
Q9H5Q4	6ERP
Q9H5Q4	6ERQ
Q9NR30	2M3D
Q9NR30	6L5L
Q9NR30	6L5M
Q9NR30	6L5N
Q9NR30	6L5O
P07737	1AWI
P07737	1CF0
P07737	1CJF
P07737	1FIK
P07737	1FIL
P07737	1PFL
P07737	2PAV
P07737	2PBD
P07737	3CHW
P07737	4X1L
P07737	4X1M
P07737	4X25
P07737	6NAS
P07737	6NBE
P07737	6NBW
P07737	7P1H
P54577	1N3L
P54577	1NTG
P54577	1Q11
P54577	4Q93
P54577	4QBT
P54577	5THH
P54577	5THL
Q01130	2KN4
Q01130	2LEA
Q01130	2LEB
Q01130	2LEC
O43143	5XDR
O43143	6ID1
O43143	6SH6
O43143	6SH7
Q9UNP9	1ZMF
Q9UNP9	2CQB
Q9UNP9	2KU7
Q9UNP9	2KYX
Q9UNP9	2R99
Q9UNP9	3LPY
Q9UNP9	3MDF
Q9UNP9	3UCH
Q9UNP9	5MQF
Q9UNP9	5YZG
Q9UNP9	5Z56
Q9UNP9	5Z57
Q9UNP9	6FF7
Q9UNP9	6ICZ
Q9UNP9	6ID0
Q9UNP9	6ID1
Q9UNP9	7A5P
Q9UNP9	7ABI
Q9UNP9	7ZEV
Q9UNP9	7ZEW
Q9UNP9	7ZEY
Q9UNP9	7ZEZ
P05388	4V6W
P05388	4V6X
P05388	5AJ0
P05388	6OLG
P05388	6ZM7
P05388	6ZME
P05388	6ZMI
P05388	6ZMO
P22626	1X4B
P22626	5EN1
P22626	5HO4
P22626	5WWE
P22626	5WWF
P22626	5WWG
P22626	6WPQ
P22626	6WQK
Q9NQC3	2G31
Q9NQC3	2JV5
O60231	5Z56
O60231	5Z57
O60231	5Z58
O60231	6FF7
O60231	7DVQ
P54886	2H5G
Q9UJV9	2P6N
Q9UJV9	5GVR
Q9UJV9	5GVS
Q9UJV9	5H1Y
P62081	4UG0
P62081	4V6X
P62081	5A2Q
P62081	5AJ0
P62081	5FLX
P62081	5LKS
P62081	5OA3
P62081	5T2C
P62081	5VYC
P62081	6FEC
P62081	6G18
P62081	6G4S
P62081	6G4W
P62081	6G51
P62081	6G53
P62081	6G5H
P62081	6G5I
P62081	6IP5
P62081	6IP6
P62081	6IP8
P62081	6OLE
P62081	6OLF
P62081	6OLG
P62081	6OLI
P62081	6OLZ
P62081	6OM0
P62081	6OM7
P62081	6QZP
P62081	6XA1
P62081	6Y0G
P62081	6Y2L
P62081	6Y57
P62081	6YBD
P62081	6YBW
P62081	6Z6L
P62081	6Z6M
P62081	6Z6N
P62081	6ZLW
P62081	6ZM7
P62081	6ZME
P62081	6ZMI
P62081	6ZMO
P62081	6ZMT
P62081	6ZMW
P62081	6ZN5
P62081	6ZOJ
P62081	6ZOK
P62081	6ZON
P62081	6ZP4
P62081	6ZUO
P62081	6ZV6
P62081	6ZVH
P62081	6ZVJ
P62081	6ZXD
P62081	6ZXE
P62081	6ZXF
P62081	6ZXG
P62081	6ZXH
P62081	7A09
P62081	7K5I
P62081	7MQ8
P62081	7MQ9
P62081	7MQA
O60573	2JGB
O60573	2JGC
O60573	5NVK
O60573	5NVL
O60573	5NVM
O60573	5NVN
O60573	5XLN
O60508	5MQF
O60508	5XJC
O60508	5YZG
O60508	5Z56
O60508	5Z57
O60508	6FF4
O60508	6FF7
O60508	6ICZ
O60508	6ID0
O60508	6ID1
O60508	6QDV
O60508	6ZYM
O60508	7A5P
O60508	7AAV
O60508	7ABI
O60506	2DGU
O60506	2MXT
O60506	2NBB
O60506	6KOR
P09132	1JID
P09132	1MFQ
P09132	1RY1
P09132	2J37
P09132	3KTV
P09132	4P3E
P09132	5M73
P09132	7NFX
P09132	7QWQ
Q9NX07	2DHG
